ticketing_stop_id,stop_id,agency_id
ts-H00240P,G00511,Tije
ts-H00159P,P00289,Tije
ts-H00240P,G00511,Tije
ts-H00159P,P00289,Tije
ts-H00240P,G00511,Tije
ts-H00240P,G00511,Tije
ts-H00159P,P00289,Tije
ts-H00240P,G00755,Tije
ts-H00051P,G00509,Tije
ts-H00165P,G00503,Tije
ts-H00261S,G00500,Tije
ts-H00175P,G00497,Tije
ts-H00233P,G00494,Tije
ts-H00263P,G00489,Tije
ts-H00032P,G00485,Tije
ts-H00033P,G00479,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00147P,G00318,Tije
ts-H00196P,G00316,Tije
ts-H00056P,G00314,Tije
ts-H00239S,G00313,Tije
ts-H00096P,G00308,Tije
ts-H00096P,G00308,Tije
ts-H00238S,G00312,Tije
ts-H00056P,G00315,Tije
ts-H00196P,G00317,Tije
ts-H00147P,G00319,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00032P,G00483,Tije
ts-H00263P,G00487,Tije
ts-H00233P,G00492,Tije
ts-H00175P,G00496,Tije
ts-H00260S,G00499,Tije
ts-H00165P,G00505,Tije
ts-H00051P,G00507,Tije
ts-H00240P,G00755,Tije
ts-H00240P,G00511,Tije
ts-H00134P,G00240,Tije
ts-H00072P,G00238,Tije
ts-H00088P,G00236,Tije
ts-H00142P,G00234,Tije
ts-H00092P,G00120,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00201P,G00400,Tije
ts-H00250P,G00398,Tije
ts-H00209S,G00437,Tije
ts-H00224S,G00434,Tije
ts-H00036C,G00723,Tije
ts-H00219S,G00080,Tije
ts-H00067P,G00014,Tije
ts-H00023P,G00694,Tije
ts-H00023P,G00695,Tije
ts-H00067P,G00015,Tije
ts-H00218S,G00077,Tije
ts-H00036C,G00725,Tije
ts-H00220S,G00433,Tije
ts-H00204S,G00436,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00142P,G00233,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00134P,G00239,Tije
ts-H00240P,G00511,Tije
ts-H00240P,G00511,Tije
ts-H00134P,G00240,Tije
ts-H00072P,G00238,Tije
ts-H00088P,G00236,Tije
ts-H00142P,G00234,Tije
ts-H00092P,G00120,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00201P,G00400,Tije
ts-H00250P,G00398,Tije
ts-H00209S,G00437,Tije
ts-H00224S,G00434,Tije
ts-H00036C,G00723,Tije
ts-H00036C,G00725,Tije
ts-H00220S,G00433,Tije
ts-H00204S,G00436,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00142P,G00233,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00134P,G00239,Tije
ts-H00240P,G00511,Tije
ts-H00240P,G00511,Tije
ts-H00134P,G00240,Tije
ts-H00072P,G00238,Tije
ts-H00088P,G00236,Tije
ts-H00142P,G00234,Tije
ts-H00092P,G00120,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00201P,G00400,Tije
ts-H00250P,G00398,Tije
ts-H00209S,G00437,Tije
ts-H00224S,G00434,Tije
ts-H00036C,G00723,Tije
ts-H00219S,G00080,Tije
ts-H00067P,G00014,Tije
ts-H00023P,G00694,Tije
ts-H00023P,G00695,Tije
ts-H00067P,G00015,Tije
ts-H00218S,G00077,Tije
ts-H00036C,G00725,Tije
ts-H00220S,G00433,Tije
ts-H00204S,G00436,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00142P,G00233,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00134P,G00239,Tije
ts-H00240P,G00511,Tije
ts-H00240P,G00511,Tije
ts-H00051P,G00509,Tije
ts-H00165P,G00503,Tije
ts-H00261S,G00500,Tije
ts-H00175P,G00497,Tije
ts-H00233P,G00494,Tije
ts-H00263P,G00489,Tije
ts-H00032P,G00485,Tije
ts-H00033P,G00479,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00002P,G00460,Tije
ts-H00037C,G00459,Tije
ts-H00156P,G00456,Tije
ts-H00039P,G00455,Tije
ts-H00162P,G00453,Tije
ts-H00162P,G00452,Tije
ts-H00039P,G00454,Tije
ts-H00156P,G00457,Tije
ts-H00037C,G00458,Tije
ts-H00002P,G00461,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00032P,G00483,Tije
ts-H00263P,G00487,Tije
ts-H00233P,G00492,Tije
ts-H00175P,G00496,Tije
ts-H00260S,G00499,Tije
ts-H00165P,G00505,Tije
ts-H00051P,G00507,Tije
ts-H00240P,G00511,Tije
ts-H00172P,G00328,Tije
ts-H00013P,G00329,Tije
ts-H00030P,G00722,Tije
ts-H00029P,G00448,Tije
ts-H00162P,G00452,Tije
ts-H00039P,G00454,Tije
ts-H00156P,G00457,Tije
ts-H00037C,G00458,Tije
ts-H00002P,G00461,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00032P,G00483,Tije
ts-H00263P,G00487,Tije
ts-H00233P,G00492,Tije
ts-H00233P,G00494,Tije
ts-H00263P,G00489,Tije
ts-H00032P,G00485,Tije
ts-H00033P,G00479,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00002P,G00460,Tije
ts-H00037C,G00459,Tije
ts-H00156P,G00456,Tije
ts-H00039P,G00455,Tije
ts-H00162P,G00453,Tije
ts-H00029P,G00451,Tije
ts-H00030P,G00718,Tije
ts-H00013P,G00335,Tije
ts-H00172P,G00328,Tije
ts-H00172P,G00328,Tije
ts-H00013P,G00329,Tije
ts-H00030P,G00722,Tije
ts-H00029P,G00448,Tije
ts-H00162P,G00452,Tije
ts-H00039P,G00454,Tije
ts-H00156P,G00457,Tije
ts-H00037C,G00458,Tije
ts-H00002P,G00461,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00032P,G00483,Tije
ts-H00263P,G00487,Tije
ts-H00233P,G00492,Tije
ts-H00175P,G00496,Tije
ts-H00260S,G00499,Tije
ts-H00261S,G00500,Tije
ts-H00175P,G00497,Tije
ts-H00233P,G00494,Tije
ts-H00263P,G00489,Tije
ts-H00032P,G00485,Tije
ts-H00033P,G00479,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00002P,G00460,Tije
ts-H00037C,G00459,Tije
ts-H00156P,G00456,Tije
ts-H00039P,G00455,Tije
ts-H00162P,G00453,Tije
ts-H00029P,G00451,Tije
ts-H00030P,G00718,Tije
ts-H00013P,G00335,Tije
ts-H00172P,G00328,Tije
ts-H00240P,G00511,Tije
ts-H00051P,G00509,Tije
ts-H00165P,G00503,Tije
ts-H00261S,G00500,Tije
ts-H00175P,G00497,Tije
ts-H00233P,G00494,Tije
ts-H00263P,G00489,Tije
ts-H00032P,G00485,Tije
ts-H00033P,G00479,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00002P,G00460,Tije
ts-H00037C,G00459,Tije
ts-H00156P,G00456,Tije
ts-H00039P,G00455,Tije
ts-H00162P,G00453,Tije
ts-H00029P,G00451,Tije
ts-H00030P,G00718,Tije
ts-H00013P,G00335,Tije
ts-H00172P,G00328,Tije
ts-H00172P,G00328,Tije
ts-H00013P,G00329,Tije
ts-H00030P,G00722,Tije
ts-H00029P,G00448,Tije
ts-H00162P,G00452,Tije
ts-H00039P,G00454,Tije
ts-H00156P,G00457,Tije
ts-H00037C,G00458,Tije
ts-H00002P,G00461,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00032P,G00483,Tije
ts-H00263P,G00487,Tije
ts-H00233P,G00492,Tije
ts-H00175P,G00496,Tije
ts-H00260S,G00499,Tije
ts-H00165P,G00505,Tije
ts-H00051P,G00507,Tije
ts-H00240P,G00511,Tije
ts-H00110P,G00651,Tije
ts-H00111P,G00652,Tije
ts-H00110P,G00651,Tije
ts-H00111P,G00652,Tije
ts-H00259P,G00515,Tije
ts-H00186P,G00514,Tije
ts-H00186P,G00514,Tije
ts-H00259P,G00517,Tije
ts-H00163P,G00518,Tije
ts-H00259P,G00517,Tije
ts-H00163P,G00519,Tije
ts-H00168P,G00521,Tije
ts-H00055P,G00523,Tije
ts-H00017P,G00527,Tije
ts-H00097P,G00529,Tije
ts-H00054P,G00534,Tije
ts-H00226P,G00538,Tije
ts-H00038P,G00541,Tije
ts-H00076P,G00545,Tije
ts-H00145P,G00549,Tije
ts-H00037C,G00553,Tije
ts-H00225P,G00555,Tije
ts-H00225P,G00557,Tije
ts-H00037C,G00551,Tije
ts-H00145P,G00547,Tije
ts-H00076P,G00543,Tije
ts-H00038P,G00539,Tije
ts-H00226P,G00535,Tije
ts-H00054P,G00532,Tije
ts-H00097P,G00528,Tije
ts-H00017P,G00525,Tije
ts-H00055P,G00522,Tije
ts-H00168P,G00520,Tije
ts-H00163P,G00518,Tije
ts-H00259P,G00515,Tije
ts-H00186P,G00513,Tije
ts-H00186P,G00513,Tije
ts-H00186P,G00513,Tije
ts-H00259P,G00517,Tije
ts-H00163P,G00519,Tije
ts-H00168P,G00521,Tije
ts-H00012P,G00352,Tije
ts-H00012P,G00353,Tije
ts-H00148P,G00206,Tije
ts-H00082P,G00355,Tije
ts-H00168P,G00520,Tije
ts-H00163P,G00518,Tije
ts-H00259P,G00515,Tije
ts-H00186P,G00513,Tije
ts-H00095P,G00669,Tije
ts-H00225P,G00558,Tije
ts-H00037C,G00551,Tije
ts-H00145P,G00547,Tije
ts-H00076P,G00543,Tije
ts-H00038P,G00539,Tije
ts-H00226P,G00535,Tije
ts-H00054P,G00532,Tije
ts-H00097P,G00528,Tije
ts-H00017P,G00525,Tije
ts-H00055P,G00522,Tije
ts-H00168P,G00520,Tije
ts-H00163P,G00518,Tije
ts-H00259P,G00515,Tije
ts-H00186P,G00513,Tije
ts-H00186P,G00513,Tije
ts-H00259P,G00517,Tije
ts-H00163P,G00519,Tije
ts-H00168P,G00521,Tije
ts-H00055P,G00523,Tije
ts-H00017P,G00527,Tije
ts-H00097P,G00529,Tije
ts-H00054P,G00534,Tije
ts-H00226P,G00538,Tije
ts-H00038P,G00541,Tije
ts-H00076P,G00545,Tije
ts-H00145P,G00549,Tije
ts-H00037C,G00553,Tije
ts-H00225P,G00556,Tije
ts-H00082P,G00355,Tije
ts-H00095P,G00670,Tije
ts-H00259P,G00515,Tije
ts-H00259P,G00517,Tije
ts-H00163P,G00519,Tije
ts-H00163P,G00518,Tije
ts-H00117P,G00072,Tije
ts-H00135P,G00068,Tije
ts-H00065P,G00070,Tije
ts-H00132P,G00064,Tije
ts-H00275P,G00061,Tije
ts-H00093P,G00060,Tije
ts-H00007P,G00076,Tije
ts-H00164P,G00074,Tije
ts-H00117P,G00072,Tije
ts-H00135P,G00068,Tije
ts-H00065P,G00070,Tije
ts-H00132P,G00064,Tije
ts-H00275P,G00061,Tije
ts-H00117P,G00072,Tije
ts-H00135P,G00068,Tije
ts-H00065P,G00070,Tije
ts-H00132P,G00064,Tije
ts-H00275P,G00061,Tije
ts-H00140P,G00579,Tije
ts-H00125P,G00575,Tije
ts-H00072P,G00238,Tije
ts-H00088P,G00236,Tije
ts-H00142P,G00234,Tije
ts-H00018P,G00232,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00125P,G00573,Tije
ts-H00140P,G00577,Tije
ts-H00093P,G00060,Tije
ts-H00007P,G00076,Tije
ts-H00065P,G00071,Tije
ts-H00135P,G00069,Tije
ts-H00117P,G00073,Tije
ts-H00164P,G00074,Tije
ts-H00164P,G00075,Tije
ts-H00231P,G00559,Tije
ts-H00233P,G00492,Tije
ts-H00232P,G00560,Tije
ts-H00222P,G00563,Tije
ts-H00286P,G00711,Tije
ts-H00042P,G00566,Tije
ts-H00108P,G00568,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00125P,G00573,Tije
ts-H00140P,G00577,Tije
ts-H00093P,G00060,Tije
ts-H00132P,G00064,Tije
ts-H00275P,G00061,Tije
ts-H00140P,G00579,Tije
ts-H00125P,G00575,Tije
ts-H00072P,G00238,Tije
ts-H00088P,G00236,Tije
ts-H00108P,G00567,Tije
ts-H00042P,G00565,Tije
ts-H00286P,G00712,Tije
ts-H00222P,G00564,Tije
ts-H00232P,G00560,Tije
ts-H00231P,G00559,Tije
ts-H00231P,G00559,Tije
ts-H00233P,G00492,Tije
ts-H00232P,G00562,Tije
ts-H00222P,G00563,Tije
ts-H00286P,G00711,Tije
ts-H00042P,G00566,Tije
ts-H00108P,G00568,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00125P,G00573,Tije
ts-H00140P,G00577,Tije
ts-H00093P,G00060,Tije
ts-H00007P,G00076,Tije
ts-H00164P,G00074,Tije
ts-H00174P,G00677,Tije
ts-H00273P,P00095,Tije
ts-H00232P,G00560,Tije
ts-H00233P,G00494,Tije
ts-H00233P,G00492,Tije
ts-H00232P,G00562,Tije
ts-H00222P,G00563,Tije
ts-H00273P,P00095,Tije
ts-H00233P,G00492,Tije
ts-H00232P,G00562,Tije
ts-H00222P,G00563,Tije
ts-H00273P,P00095,Tije
ts-H00273P,P00095,Tije
ts-H00232P,G00560,Tije
ts-H00233P,G00494,Tije
ts-H00164P,G00074,Tije
ts-H00117P,G00072,Tije
ts-H00135P,G00068,Tije
ts-H00065P,G00070,Tije
ts-H00132P,G00064,Tije
ts-H00275P,G00061,Tije
ts-H00140P,G00579,Tije
ts-H00125P,G00575,Tije
ts-H00072P,G00238,Tije
ts-H00088P,G00236,Tije
ts-H00108P,G00567,Tije
ts-H00042P,G00565,Tije
ts-H00286P,G00712,Tije
ts-H00222P,G00564,Tije
ts-H00232P,G00560,Tije
ts-H00231P,G00559,Tije
ts-H00233P,G00492,Tije
ts-H00231P,G00559,Tije
ts-H00231P,G00559,Tije
ts-H00233P,G00492,Tije
ts-H00232P,G00562,Tije
ts-H00222P,G00563,Tije
ts-H00286P,G00711,Tije
ts-H00042P,G00566,Tije
ts-H00108P,G00568,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00125P,G00573,Tije
ts-H00140P,G00577,Tije
ts-H00093P,G00060,Tije
ts-H00007P,G00076,Tije
ts-H00164P,G00074,Tije
ts-H00240P,G00755,Tije
ts-H00051P,G00509,Tije
ts-H00165P,G00503,Tije
ts-H00261S,G00500,Tije
ts-H00175P,G00497,Tije
ts-H00231P,G00559,Tije
ts-H00233P,G00492,Tije
ts-H00232P,G00562,Tije
ts-H00222P,G00563,Tije
ts-H00286P,G00711,Tije
ts-H00042P,G00566,Tije
ts-H00108P,G00568,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00125P,G00573,Tije
ts-H00140P,G00577,Tije
ts-H00093P,G00060,Tije
ts-H00007P,G00076,Tije
ts-H00164P,G00074,Tije
ts-H00174P,G00677,Tije
ts-H00174P,G00677,Tije
ts-H00117P,G00072,Tije
ts-H00135P,G00068,Tije
ts-H00065P,G00070,Tije
ts-H00132P,G00064,Tije
ts-H00275P,G00061,Tije
ts-H00140P,G00579,Tije
ts-H00125P,G00575,Tije
ts-H00072P,G00238,Tije
ts-H00088P,G00236,Tije
ts-H00108P,G00567,Tije
ts-H00042P,G00565,Tije
ts-H00286P,G00712,Tije
ts-H00222P,G00564,Tije
ts-H00232P,G00560,Tije
ts-H00231P,G00559,Tije
ts-H00233P,G00492,Tije
ts-H00175P,G00496,Tije
ts-H00260S,G00499,Tije
ts-H00165P,G00505,Tije
ts-H00051P,G00507,Tije
ts-H00240P,G00755,Tije
ts-H00190P,G00609,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00604,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00591,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00090,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00581,Tije
ts-H00198S,G00735,Tije
ts-H00203S,G00737,Tije
ts-H00246P,G00007,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00761,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00606,Tije
ts-H00190P,G00608,Tije
ts-H00203S,G00737,Tije
ts-H00246P,G00007,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00761,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00606,Tije
ts-H00190P,G00608,Tije
ts-H00190P,G00610,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00605,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00591,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00089,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00581,Tije
ts-H00113P,G00421,Tije
ts-H00154P,G00278,Tije
ts-H00043P,G00284,Tije
ts-H00069P,G00288,Tije
ts-H00098P,G00290,Tije
ts-H00114P,G00294,Tije
ts-H00215P,G00300,Tije
ts-H00118P,G00303,Tije
ts-H00215P,G00298,Tije
ts-H00114P,G00296,Tije
ts-H00098P,G00292,Tije
ts-H00069P,G00286,Tije
ts-H00043P,G00282,Tije
ts-H00154P,G00280,Tije
ts-H00115P,G00276,Tije
ts-H00246P,G00008,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00762,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00754,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00603,Tije
ts-H00190P,G00608,Tije
ts-H00190P,G00610,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00605,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00591,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00089,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00581,Tije
ts-H00113P,G00421,Tije
ts-H00154P,G00278,Tije
ts-H00043P,G00284,Tije
ts-H00069P,G00288,Tije
ts-H00098P,G00290,Tije
ts-H00114P,G00294,Tije
ts-H00215P,G00300,Tije
ts-H00118P,G00303,Tije
ts-H00118P,G00303,Tije
ts-H00215P,G00298,Tije
ts-H00114P,G00296,Tije
ts-H00098P,G00292,Tije
ts-H00069P,G00286,Tije
ts-H00043P,G00282,Tije
ts-H00154P,G00280,Tije
ts-H00115P,G00276,Tije
ts-H00246P,G00008,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00762,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00754,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00603,Tije
ts-H00190P,G00608,Tije
ts-H00031P,G00612,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00604,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00588,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00091,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00580,Tije
ts-H00246P,G00007,Tije
ts-H00246P,G00008,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00760,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00603,Tije
ts-H00031P,G00613,Tije
ts-H00190P,G00608,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00604,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00588,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00091,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00580,Tije
ts-H00246P,G00007,Tije
ts-H00246P,G00008,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00760,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00603,Tije
ts-H00190P,G00608,Tije
ts-H00190P,G00608,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00604,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00588,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00091,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00580,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00760,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00603,Tije
ts-H00190P,G00608,Tije
ts-H00246P,G00008,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00760,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00588,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00091,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00580,Tije
ts-H00246P,G00008,Tije
ts-H00031P,G00612,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00604,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00588,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00091,Tije
ts-H00041P,G00760,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00603,Tije
ts-H00031P,G00613,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00604,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00588,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00091,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00580,Tije
ts-H00246P,G00007,Tije
ts-H00246P,G00008,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00760,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00603,Tije
ts-H00190P,G00608,Tije
ts-H00190P,G00608,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00604,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00588,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00091,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00580,Tije
ts-H00031P,G00612,Tije
ts-H00189P,G00607,Tije
ts-H00001P,G00604,Tije
ts-H00091P,G00601,Tije
ts-H00234P,G00599,Tije
ts-H00040P,G00597,Tije
ts-H00214P,G00595,Tije
ts-H00101P,G00593,Tije
ts-H00257P,G00588,Tije
ts-H00130P,G00585,Tije
ts-H00041P,G00091,Tije
ts-H00249P,G00583,Tije
ts-H00192P,G00580,Tije
ts-H00246P,G00007,Tije
ts-H00246P,G00008,Tije
ts-H00192P,G00582,Tije
ts-H00249P,G00584,Tije
ts-H00041P,G00760,Tije
ts-H00130P,G00587,Tije
ts-H00257P,G00592,Tije
ts-H00101P,G00594,Tije
ts-H00214P,G00596,Tije
ts-H00040P,G00598,Tije
ts-H00234P,G00600,Tije
ts-H00091P,G00602,Tije
ts-H00001P,G00603,Tije
ts-H00031P,G00613,Tije
ts-H00273P,P00095,Tije
ts-H00287P,G00713,Tije
ts-H00286P,G00711,Tije
ts-H00042P,G00566,Tije
ts-H00108P,G00568,Tije
ts-H00142P,G00234,Tije
ts-H00092P,G00120,Tije
ts-H00155P,G00122,Tije
ts-H00131P,G00750,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00116,Tije
ts-H00142P,G00233,Tije
ts-H00108P,G00567,Tije
ts-H00042P,G00565,Tije
ts-H00286P,G00712,Tije
ts-H00287P,G00714,Tije
ts-H00273P,P00095,Tije
ts-H00285P,G00710,Tije
ts-H00288P,G00716,Tije
ts-H00286P,G00712,Tije
ts-H00287P,G00714,Tije
ts-H00287P,G00713,Tije
ts-H00286P,G00711,Tije
ts-H00285P,G00709,Tije
ts-H00212P,G00106,Tije
ts-H00287P,G00713,Tije
ts-H00286P,G00711,Tije
ts-H00285P,G00709,Tije
ts-H00212P,G00106,Tije
